vitri,noilmviec,mucluong,ThoiGianDangGoc,kynang,link,NgayDang
AI Engineer,Hà Nội,Thỏa thuận,12 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/683068,2026-06-28 13:48:01.153
DE,TP. Hồ Chí Minh,Thỏa thuận,12 ngày trước,"Python, SQL, Spark, AWS, ETL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/670323,2026-06-28 13:48:01.153
DE,Hà Nội,Thỏa thuận,12 ngày trước,"Python, SQL, Spark, AWS, Azure, Machine Learning, R",https://jobs.xomdata.com/jobs/661948,2026-06-28 13:48:01.153
DS,TP. Hồ Chí Minh,Thỏa thuận,12 ngày trước,"Python, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/637724,2026-06-28 13:48:01.153
DE,TP. Hồ Chí Minh,Thỏa thuận,12 ngày trước,"Python, SQL, Spark, Azure, ETL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/630871,2026-06-28 13:48:01.153
BA,TP. Hồ Chí Minh,Thỏa thuận,12 ngày trước,"SQL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/619513,2026-06-28 13:48:01.153
DA,TP. Hồ Chí Minh,Thỏa thuận,12 ngày trước,"Python, SQL, Power BI, Tableau, AWS, Machine Learning, R",https://jobs.xomdata.com/jobs/584560,2026-06-28 13:48:01.153
DA,Toàn quốc / Chưa rõ,Thỏa thuận,12 ngày trước,"Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/565670,2026-06-28 13:48:01.153
BA,Toàn quốc / Chưa rõ,Thỏa thuận,12 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/444053,2026-06-28 13:48:01.153
BA,Hà Nội,Thỏa thuận,12 ngày trước,"Excel, Spark, AWS, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/438522,2026-06-28 13:48:01.153
AI Engineer,TP. Hồ Chí Minh,Thỏa thuận,12 ngày trước,"Python, SQL, Excel, Docker, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/437578,2026-06-28 13:48:01.153
DA,TP. Hồ Chí Minh,Thỏa thuận,12 ngày trước,"SQL, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/347252,2026-06-28 13:48:01.153
AI Engineer,TP. Hồ Chí Minh,Thỏa thuận,12 ngày trước,"Python, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/260408,2026-06-28 13:48:01.153
DE,TP. Hồ Chí Minh,Thỏa thuận,12 ngày trước,"Python, SQL, Power BI, Machine Learning, R",https://jobs.xomdata.com/jobs/257100,2026-06-28 13:48:01.153
Other,TP. Hồ Chí Minh,Thỏa thuận,12 ngày trước,"Python, SQL, Power BI, AWS, Machine Learning, R",https://jobs.xomdata.com/jobs/39968,2026-06-28 13:48:01.153
DA,Hà Nội,Thỏa thuận,12 ngày trước,"Python, SQL, Power BI, Tableau, Excel, Spark, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/38082,2026-06-28 13:48:01.153
BA,TP. Hồ Chí Minh,Thỏa thuận,12 ngày trước,"Python, SQL, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/26930,2026-06-28 13:48:01.153
BA,Hà Nội,Thỏa thuận,13 ngày trước,"Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684988,2026-06-27 13:48:01.153
BA,Hà Nội,25 - 35 triệu,13 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684893,2026-06-27 13:48:01.153
DE,TP. Hồ Chí Minh,Thỏa thuận,13 ngày trước,"SQL, Spark, Azure, Machine Learning, R",https://jobs.xomdata.com/jobs/684861,2026-06-27 13:48:01.153
BA,Hà Nội,25 - 30 triệu,13 ngày trước,"Power BI, Tableau, Machine Learning, R",https://jobs.xomdata.com/jobs/684826,2026-06-27 13:48:01.153
DA,Hà Nội,Thỏa thuận,13 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684808,2026-06-27 13:48:01.153
DA,Hà Nội,Thỏa thuận,13 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684809,2026-06-27 13:48:01.153
DA,Hà Nội,Thỏa thuận,13 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684810,2026-06-27 13:48:01.153
DE,Hà Nội,Thỏa thuận,13 ngày trước,"Python, SQL, Tableau, Spark, Machine Learning, R",https://jobs.xomdata.com/jobs/684797,2026-06-27 13:48:01.153
BA,Hà Nội,Thỏa thuận,13 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684781,2026-06-27 13:48:01.153
DA,Hà Nội,Thỏa thuận,13 ngày trước,"Python, SQL, Machine Learning, R",https://jobs.xomdata.com/jobs/684759,2026-06-27 13:48:01.153
DA,Hà Nội,Thỏa thuận,13 ngày trước,"Python, SQL, Power BI, Tableau, Excel, Pandas, NumPy, Machine Learning, R",https://jobs.xomdata.com/jobs/684760,2026-06-27 13:48:01.153
DE,TP. Hồ Chí Minh,Thỏa thuận,13 ngày trước,"Python, SQL, Excel, AWS, Azure, Machine Learning, R",https://jobs.xomdata.com/jobs/684762,2026-06-27 13:48:01.153
DA,Hà Nội,Thỏa thuận,13 ngày trước,"Python, SQL, Power BI, Excel, Pandas, NumPy, Machine Learning, R",https://jobs.xomdata.com/jobs/684776,2026-06-27 13:48:01.153
BA,Hà Nội,Thỏa thuận,13 ngày trước,"Python, SQL, Power BI, Tableau, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684285,2026-06-27 13:48:01.153
BA,Hà Nội,Thỏa thuận,13 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684150,2026-06-27 13:48:01.153
DS,Hà Nội,Thỏa thuận,13 ngày trước,"Python, Power BI, Tableau, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683982,2026-06-27 13:48:01.153
BA,Hà Nội,Thỏa thuận,13 ngày trước,"Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683951,2026-06-27 13:48:01.153
BA,Đà Nẵng,Thỏa thuận,13 ngày trước,"SQL, AWS, Azure, Machine Learning, R",https://jobs.xomdata.com/jobs/683940,2026-06-27 13:48:01.153
BA,TP. Hồ Chí Minh,Thỏa thuận,13 ngày trước,"Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683941,2026-06-27 13:48:01.153
DS,Hà Nội,Thỏa thuận,13 ngày trước,"Python, Power BI, Tableau, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683931,2026-06-27 13:48:01.153
AI Engineer,TP. Hồ Chí Minh,Thỏa thuận,13 ngày trước,"Python, Docker, Machine Learning, R",https://jobs.xomdata.com/jobs/683930,2026-06-27 13:48:01.153
DE,TP. Hồ Chí Minh,Thỏa thuận,13 ngày trước,"Python, SQL, Excel, Spark, Docker, ETL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683928,2026-06-27 13:48:01.153
DA,Hà Nội,Thỏa thuận,13 ngày trước,"Python, SQL, Machine Learning, R",https://jobs.xomdata.com/jobs/683927,2026-06-27 13:48:01.153
DE,Toàn quốc / Chưa rõ,Thỏa thuận,13 ngày trước,"Python, SQL, Excel, Azure, Machine Learning, R",https://jobs.xomdata.com/jobs/683925,2026-06-27 13:48:01.153
DE,TP. Hồ Chí Minh,Thỏa thuận,13 ngày trước,"Python, AWS, Azure, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/683924,2026-06-27 13:48:01.153
DA,Hà Nội,Thỏa thuận,13 ngày trước,"Excel, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683923,2026-06-27 13:48:01.153
BA,Hà Nội,Thỏa thuận,12 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/683922,2026-06-28 13:48:01.153
DE,TP. Hồ Chí Minh,Thỏa thuận,12 ngày trước,"Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683918,2026-06-28 13:48:01.153
DA,TP. Hồ Chí Minh,Thỏa thuận,12 ngày trước,"Power BI, Tableau, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/683915,2026-06-28 13:48:01.153
DA,TP. Hồ Chí Minh,Thỏa thuận,12 ngày trước,"Excel, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683912,2026-06-28 13:48:01.153
BA,Hà Nội,Thỏa thuận,13 ngày trước,"SQL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683909,2026-06-27 13:48:01.153
AI Engineer,Hà Nội,Thỏa thuận,13 ngày trước,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/683906,2026-06-27 13:48:01.153
BA,Toàn quốc / Chưa rõ,Thỏa thuận,13 ngày trước,"Python, SQL, Power BI, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/683902,2026-06-27 13:48:01.153
AI Engineer,TP. Hồ Chí Minh,Thỏa thuận,13 ngày trước,"Python, Excel, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683901,2026-06-27 13:48:01.153
DS,TP. Hồ Chí Minh,Thỏa thuận,13 ngày trước,"Python, SQL, Excel, Spark, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/683899,2026-06-27 13:48:01.153
DS,Toàn quốc / Chưa rõ,Thỏa thuận,13 ngày trước,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/683897,2026-06-27 13:48:01.153
DA,TP. Hồ Chí Minh,Thỏa thuận,13 ngày trước,"SQL, Power BI, Tableau, Excel, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683892,2026-06-27 13:48:01.153
Other,Hà Nội,Thỏa thuận,13 ngày trước,"Python, SQL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683891,2026-06-27 13:48:01.153
AI Engineer,Toàn quốc / Chưa rõ,Thỏa thuận,13 ngày trước,"Python, Excel, AWS, Azure, Machine Learning, R",https://jobs.xomdata.com/jobs/683889,2026-06-27 13:48:01.153
DE,Hà Nội,Thỏa thuận,13 ngày trước,"Python, SQL, Machine Learning, R",https://jobs.xomdata.com/jobs/683887,2026-06-27 13:48:01.153
MLE,TP. Hồ Chí Minh,Thỏa thuận,13 ngày trước,"Python, Excel, AWS, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683885,2026-06-27 13:48:01.153
DA,TP. Hồ Chí Minh,Thỏa thuận,13 ngày trước,"Python, SQL, Tableau, Excel, AWS, Machine Learning, R",https://jobs.xomdata.com/jobs/683883,2026-06-27 13:48:01.153
DE,Hà Nội,Thỏa thuận,13 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/683877,2026-06-27 13:48:01.153
DA,Hà Nội,Thỏa thuận,13 ngày trước,"Python, SQL, Power BI, Tableau, Excel, Pandas, NumPy, Machine Learning, R",https://jobs.xomdata.com/jobs/683876,2026-06-27 13:48:01.153
AI Engineer,TP. Hồ Chí Minh,Thỏa thuận,13 ngày trước,"AWS, Azure, Docker, Machine Learning, R",https://jobs.xomdata.com/jobs/683875,2026-06-27 13:48:01.153
Other,Hà Nội,Thỏa thuận,13 ngày trước,"Python, Docker, Machine Learning, R",https://jobs.xomdata.com/jobs/683871,2026-06-27 13:48:01.153
AI Engineer,Hà Nội,Thỏa thuận,13 ngày trước,"Python, SQL, Machine Learning, R",https://jobs.xomdata.com/jobs/683866,2026-06-27 13:48:01.153
DE,TP. Hồ Chí Minh,Thỏa thuận,13 ngày trước,"Python, SQL, Excel, Spark, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/683761,2026-06-27 13:48:01.153
AI Engineer,Hà Nội,Thỏa thuận,13 ngày trước,"Python, SQL, Pandas, NumPy, Machine Learning, R",https://jobs.xomdata.com/jobs/683684,2026-06-27 13:48:01.153
AI Engineer,TP. Hồ Chí Minh,Thỏa thuận,13 ngày trước,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/683607,2026-06-27 13:48:01.153
AI Engineer,Hà Nội,Thỏa thuận,13 ngày trước,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/683052,2026-06-27 13:48:01.153
DE,TP. Hồ Chí Minh,Thỏa thuận,13 ngày trước,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/677238,2026-06-27 13:48:01.153
DS,TP. Hồ Chí Minh,Thỏa thuận,13 ngày trước,"Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/675185,2026-06-27 13:48:01.153
DA,Toàn quốc / Chưa rõ,Thỏa thuận,13 ngày trước,"Excel, AWS, Azure, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/238684,2026-06-27 13:48:01.153
DS,Hà Nội,Thỏa thuận,13 ngày trước,"Python, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/237620,2026-06-27 13:48:01.153
DA,Hà Nội,Thỏa thuận,13 ngày trước,"Python, SQL, Power BI, Tableau, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/219300,2026-06-27 13:48:01.153
DS,Hà Nội,Thỏa thuận,13 ngày trước,"Python, SQL, Spark, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/10802,2026-06-27 13:48:01.153
DA,Hà Nội,Thỏa thuận,14 ngày trước,"Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684947,2026-06-26 13:48:01.153
BA,Hà Nội,15 - 30 triệu,14 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684896,2026-06-26 13:48:01.153
DE,TP. Hồ Chí Minh,Thỏa thuận,14 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684866,2026-06-26 13:48:01.153
BA,Hà Nội,Thỏa thuận,14 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684785,2026-06-26 13:48:01.153
DE,TP. Hồ Chí Minh,Thỏa thuận,14 ngày trước,"SQL, Machine Learning, R",https://jobs.xomdata.com/jobs/684767,2026-06-26 13:48:01.153
MLE,TP. Hồ Chí Minh,Thỏa thuận,14 ngày trước,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/683978,2026-06-26 13:48:01.153
DS,TP. Hồ Chí Minh,Thỏa thuận,14 ngày trước,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/683976,2026-06-26 13:48:01.153
DE,TP. Hồ Chí Minh,Thỏa thuận,14 ngày trước,"Python, SQL, Excel, AWS, Azure, ETL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683957,2026-06-26 13:48:01.153
BA,TP. Hồ Chí Minh,Thỏa thuận,14 ngày trước,"AWS, Machine Learning, R",https://jobs.xomdata.com/jobs/683943,2026-06-26 13:48:01.153
BA,TP. Hồ Chí Minh,Thỏa thuận,14 ngày trước,"SQL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683895,2026-06-26 13:48:01.153
AI Engineer,Hà Nội,Thỏa thuận,14 ngày trước,"Python, SQL, AWS, Azure, Machine Learning, R",https://jobs.xomdata.com/jobs/683874,2026-06-26 13:48:01.153
DA,TP. Hồ Chí Minh,Thỏa thuận,14 ngày trước,"Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683846,2026-06-26 13:48:01.153
DE,Hà Nội,Thỏa thuận,14 ngày trước,"Spark, AWS, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/683844,2026-06-26 13:48:01.153
AI Engineer,Toàn quốc / Chưa rõ,Thỏa thuận,13 ngày trước,"Python, Docker, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683837,2026-06-27 13:48:01.153
AI Engineer,Toàn quốc / Chưa rõ,Thỏa thuận,13 ngày trước,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/683838,2026-06-27 13:48:01.153
AI Engineer,Hà Nội,Thỏa thuận,13 ngày trước,"Python, SQL, Spark, Machine Learning, R",https://jobs.xomdata.com/jobs/683836,2026-06-27 13:48:01.153
DA,Hà Nội,Thỏa thuận,13 ngày trước,"SQL, Power BI, ETL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683834,2026-06-27 13:48:01.153
AI Engineer,Toàn quốc / Chưa rõ,Thỏa thuận,14 ngày trước,"Python, Excel, AWS, Azure, Machine Learning, R",https://jobs.xomdata.com/jobs/683829,2026-06-26 13:48:01.153
AI Engineer,TP. Hồ Chí Minh,Thỏa thuận,14 ngày trước,"Python, AWS, Machine Learning, R",https://jobs.xomdata.com/jobs/683827,2026-06-26 13:48:01.153
AI Engineer,TP. Hồ Chí Minh,Thỏa thuận,14 ngày trước,"Python, Excel, AWS, Azure, Docker, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683825,2026-06-26 13:48:01.153
Other,Hà Nội,Thỏa thuận,14 ngày trước,"SQL, Machine Learning, R",https://jobs.xomdata.com/jobs/683823,2026-06-26 13:48:01.153
AI Engineer,TP. Hồ Chí Minh,Thỏa thuận,14 ngày trước,"Python, Azure, Machine Learning, R",https://jobs.xomdata.com/jobs/683822,2026-06-26 13:48:01.153
DS,Hà Nội,Thỏa thuận,14 ngày trước,"Python, SQL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683821,2026-06-26 13:48:01.153
DE,Hà Nội,Thỏa thuận,14 ngày trước,"Python, Excel, Docker, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/683819,2026-06-26 13:48:01.153
DA,TP. Hồ Chí Minh,Thỏa thuận,14 ngày trước,"Python, SQL, Power BI, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/683814,2026-06-26 13:48:01.153
AI Engineer,TP. Hồ Chí Minh,Thỏa thuận,14 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/683813,2026-06-26 13:48:01.153
DE,Hà Nội,Thỏa thuận,14 ngày trước,"AWS, Azure, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/683812,2026-06-26 13:48:01.153
DE,Hà Nội,Thỏa thuận,14 ngày trước,"Python, SQL, Spark, AWS, Azure, Docker, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683810,2026-06-26 13:48:01.153
DA,TP. Hồ Chí Minh,Thỏa thuận,14 ngày trước,"Excel, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683809,2026-06-26 13:48:01.153
DA,TP. Hồ Chí Minh,Thỏa thuận,14 ngày trước,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/683808,2026-06-26 13:48:01.153
AI Engineer,Hà Nội,Thỏa thuận,14 ngày trước,"Python, SQL, Machine Learning, R",https://jobs.xomdata.com/jobs/683807,2026-06-26 13:48:01.153
DE,Hà Nội,Thỏa thuận,14 ngày trước,"SQL, Power BI, Tableau, Excel, Spark, AWS, Azure, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683805,2026-06-26 13:48:01.153
DA,Hà Nội,Thỏa thuận,14 ngày trước,"SQL, Power BI, Tableau, Excel, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/683804,2026-06-26 13:48:01.153
DE,Hà Nội,Thỏa thuận,14 ngày trước,"Python, SQL, Excel, Spark, AWS, Azure, ETL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683803,2026-06-26 13:48:01.153
DE,TP. Hồ Chí Minh,Thỏa thuận,14 ngày trước,"Python, SQL, Spark, AWS, Azure, Docker, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683798,2026-06-26 13:48:01.153
DA,Đà Nẵng,Thỏa thuận,14 ngày trước,"SQL, Power BI, AWS, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/683796,2026-06-26 13:48:01.153
BA,Hà Nội,Thỏa thuận,14 ngày trước,"SQL, Machine Learning, R",https://jobs.xomdata.com/jobs/683792,2026-06-26 13:48:01.153
DA,TP. Hồ Chí Minh,Thỏa thuận,14 ngày trước,"SQL, Power BI, Excel, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683785,2026-06-26 13:48:01.153
DE,Hà Nội,Thỏa thuận,14 ngày trước,"Python, SQL, Power BI, Tableau, ETL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683782,2026-06-26 13:48:01.153
DE,Hà Nội,Thỏa thuận,14 ngày trước,"AWS, Machine Learning, R",https://jobs.xomdata.com/jobs/683781,2026-06-26 13:48:01.153
DA,TP. Hồ Chí Minh,Thỏa thuận,14 ngày trước,"Python, Power BI, Tableau, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683780,2026-06-26 13:48:01.153
DA,TP. Hồ Chí Minh,Thỏa thuận,14 ngày trước,"Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683779,2026-06-26 13:48:01.153
DA,TP. Hồ Chí Minh,Thỏa thuận,14 ngày trước,"Python, SQL, Tableau, Excel, AWS, Machine Learning, R",https://jobs.xomdata.com/jobs/683778,2026-06-26 13:48:01.153
AI Engineer,TP. Hồ Chí Minh,Thỏa thuận,14 ngày trước,"Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683777,2026-06-26 13:48:01.153
DS,TP. Hồ Chí Minh,Thỏa thuận,14 ngày trước,"Python, AWS, Azure, Docker, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683776,2026-06-26 13:48:01.153
BA,TP. Hồ Chí Minh,Thỏa thuận,14 ngày trước,"SQL, Power BI, Tableau, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/683228,2026-06-26 13:48:01.153
BA,Hà Nội,Thỏa thuận,14 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/682418,2026-06-26 13:48:01.153
DA,Hà Nội,Thỏa thuận,14 ngày trước,"SQL, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/675571,2026-06-26 13:48:01.153
BA,Hà Nội,Thỏa thuận,14 ngày trước,"Machine Learning, R, Git",https://jobs.xomdata.com/jobs/629391,2026-06-26 13:48:01.153
BA,TP. Hồ Chí Minh,Thỏa thuận,14 ngày trước,"SQL, Power BI, Azure, ETL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/619571,2026-06-26 13:48:01.153
DE,TP. Hồ Chí Minh,Thỏa thuận,14 ngày trước,"Python, SQL, Excel, Spark, AWS, Machine Learning, R",https://jobs.xomdata.com/jobs/576899,2026-06-26 13:48:01.153
DE,TP. Hồ Chí Minh,Thỏa thuận,14 ngày trước,"Machine Learning, R, Git",https://jobs.xomdata.com/jobs/556572,2026-06-26 13:48:01.153
BA,TP. Hồ Chí Minh,Thỏa thuận,14 ngày trước,"Tableau, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/556571,2026-06-26 13:48:01.153
DS,TP. Hồ Chí Minh,Thỏa thuận,14 ngày trước,"Python, SQL, Tableau, Spark, Machine Learning, R",https://jobs.xomdata.com/jobs/554154,2026-06-26 13:48:01.153
DA,TP. Hồ Chí Minh,Thỏa thuận,14 ngày trước,"SQL, Power BI, Tableau, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/411938,2026-06-26 13:48:01.153
DS,Hà Nội,Thỏa thuận,14 ngày trước,"Python, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/244263,2026-06-26 13:48:01.153
DS,Hà Nội,Thỏa thuận,14 ngày trước,"Python, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/243525,2026-06-26 13:48:01.153
DS,Hà Nội,Thỏa thuận,14 ngày trước,"Python, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/241678,2026-06-26 13:48:01.153
DS,TP. Hồ Chí Minh,Thỏa thuận,14 ngày trước,"Python, SQL, Spark, ETL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/10117,2026-06-26 13:48:01.153
DA,TP. Hồ Chí Minh,Thỏa thuận,14 ngày trước,"Python, SQL, Power BI, Tableau, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/9364,2026-06-26 13:48:01.153
BA,Hà Nội,15 - 30 triệu,15 ngày trước,"SQL, Machine Learning, R",https://jobs.xomdata.com/jobs/684981,2026-06-25 13:48:01.153
DA,Hà Nội,45 - 50 triệu,15 ngày trước,"Python, SQL, Power BI, Machine Learning, R",https://jobs.xomdata.com/jobs/684902,2026-06-25 13:48:01.153
DA,TP. Hồ Chí Minh,Thỏa thuận,15 ngày trước,"Python, SQL, Power BI, Tableau, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684868,2026-06-25 13:48:01.153
DE,TP. Hồ Chí Minh,Thỏa thuận,15 ngày trước,"SQL, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/684869,2026-06-25 13:48:01.153
DE,TP. Hồ Chí Minh,Thỏa thuận,15 ngày trước,"Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684870,2026-06-25 13:48:01.153
DE,TP. Hồ Chí Minh,Thỏa thuận,15 ngày trước,"Python, SQL, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684871,2026-06-25 13:48:01.153
DA,Toàn quốc / Chưa rõ,Thỏa thuận,15 ngày trước,"Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684872,2026-06-25 13:48:01.153
DA,Hà Nội,Thỏa thuận,15 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684829,2026-06-25 13:48:01.153
AI Engineer,TP. Hồ Chí Minh,Thỏa thuận,15 ngày trước,"AWS, Azure, Machine Learning, R",https://jobs.xomdata.com/jobs/684802,2026-06-25 13:48:01.153
AI Engineer,TP. Hồ Chí Minh,42 - 86 triệu,15 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684817,2026-06-25 13:48:01.153
BA,Hà Nội,Thỏa thuận,15 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684783,2026-06-25 13:48:01.153
DS,TP. Hồ Chí Minh,Thỏa thuận,15 ngày trước,"Python, SQL, Pandas, NumPy, Spark, Docker, Machine Learning, R",https://jobs.xomdata.com/jobs/684763,2026-06-25 13:48:01.153
AI Engineer,TP. Hồ Chí Minh,Thỏa thuận,15 ngày trước,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/684770,2026-06-25 13:48:01.153
BA,TP. Hồ Chí Minh,Thỏa thuận,15 ngày trước,"Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/683893,2026-06-25 13:48:01.153
DA,Hà Nội,Thỏa thuận,15 ngày trước,"Python, SQL, Power BI, Excel, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/683801,2026-06-25 13:48:01.153
DA,Hà Nội,Thỏa thuận,15 ngày trước,"Python, Spark, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683773,2026-06-25 13:48:01.153
AI Engineer,TP. Hồ Chí Minh,Thỏa thuận,14 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/683769,2026-06-26 13:48:01.153
MLE,Hà Nội,Thỏa thuận,14 ngày trước,"Python, SQL, Pandas, NumPy, Docker, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683768,2026-06-26 13:48:01.153
AI Engineer,TP. Hồ Chí Minh,Thỏa thuận,15 ngày trước,"Azure, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683767,2026-06-25 13:48:01.153
BA,Hà Nội,Thỏa thuận,15 ngày trước,"SQL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683766,2026-06-25 13:48:01.153
AI Engineer,TP. Hồ Chí Minh,Thỏa thuận,15 ngày trước,"Python, Excel, AWS, Machine Learning, R",https://jobs.xomdata.com/jobs/683764,2026-06-25 13:48:01.153
BA,Hà Nội,Thỏa thuận,15 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/683762,2026-06-25 13:48:01.153
DS,Toàn quốc / Chưa rõ,Thỏa thuận,15 ngày trước,"Python, SQL, Power BI, Tableau, Excel, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683760,2026-06-25 13:48:01.153
AI Engineer,Hà Nội,Thỏa thuận,15 ngày trước,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/683759,2026-06-25 13:48:01.153
DE,Hà Nội,Thỏa thuận,15 ngày trước,"Python, SQL, Machine Learning, R",https://jobs.xomdata.com/jobs/683758,2026-06-25 13:48:01.153
