Vị trí công việc,Nơi làm việc,Mức lương,Thời gian đăng,Kỹ năng yêu cầu,Đường link chi tiết
CVCC Quản trị dữ liệu - BA (Khối Tài chính) - HN - TA133 Ngân hàng TMCP Việt Nam Thịnh Vượng (VPBank) Thoả thuận · Hà Nội Senior Business Analyst Hôm qua,Hà Nội,Thỏa thuận,Vừa đăng,"Machine Learning, R",https://jobs.xomdata.com/jobs/684789
Finance Business Analyst Manager - TA133 Ngân hàng TMCP Việt Nam Thịnh Vượng (VPBank) Thoả thuận · TP.Hồ Chí Minh Manager Business Analyst Hôm qua,TP. Hồ Chí Minh,Thỏa thuận,Vừa đăng,"Machine Learning, R",https://jobs.xomdata.com/jobs/684788
Data Scientist Expert Techcombank (TCB) Thoả thuận · Hà Nội Expert Data Scientist Hôm qua,Hà Nội,Thỏa thuận,Vừa đăng,"Python, SQL, Spark, Machine Learning, R",https://jobs.xomdata.com/jobs/684746
Data Analyst (Middle) Amaris Consulting Thoả thuận · TP.Hồ Chí Minh Middle Data Analyst Hôm qua,TP. Hồ Chí Minh,Thỏa thuận,Vừa đăng,"SQL, Excel, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/684744
Data Engineer | AWS/GCP | Up to 75M FPT Software Thoả thuận · TP.Hồ Chí Minh Data Engineer Hôm qua,TP. Hồ Chí Minh,Thỏa thuận,Vừa đăng,"Python, SQL, AWS, Azure, ETL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684741
"AI Engineer Internship - Tech Startup, HCMC Onsite only Edtronaut AI Thoả thuận · TP.Hồ Chí Minh Intern AI Engineer 2 ngày trước",TP. Hồ Chí Minh,Thỏa thuận,2 ngày trước,"Python, SQL, Machine Learning, R",https://jobs.xomdata.com/jobs/684739
Business Intelligence Analyst (Fulfillment Services) - Shopee Shopee Thoả thuận · TP.Hồ Chí Minh Business Analyst 2 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,2 ngày trước,"Python, SQL, Excel, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/684737
Business Intelligence Analyst (Fraud) - Shopee Shopee Thoả thuận · TP.Hồ Chí Minh Business Analyst 2 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,2 ngày trước,"Python, SQL, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684736
[HCM] People Data Analyst GiaoHangNhanh (GHN) Thoả thuận · TP.Hồ Chí Minh Data Analyst 2 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,2 ngày trước,"Python, SQL, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684731
"Expert, Data Science Techcombank (TCB) Thoả thuận · Hà Nội Expert Data Scientist 2 ngày trước",Hà Nội,Thỏa thuận,2 ngày trước,"Python, SQL, Excel, Spark, Machine Learning, R",https://jobs.xomdata.com/jobs/684728
Senior Business Analyst CyberLogitec Thoả thuận · TP.Hồ Chí Minh Senior Business Analyst 2 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,2 ngày trước,"Excel, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684727
Teaching Assistant – Data Science & Artificial Intelligence + Digital Business & Technology Innovation British University Vietnam Thoả thuận · Hà Nội Data Scientist 2 ngày trước,Hà Nội,Thỏa thuận,2 ngày trước,"Python, SQL, Power BI, Tableau, Excel, Pandas, NumPy, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684726
Machine Learning Engineer AGAPI Thoả thuận · TP.Hồ Chí Minh ML Engineer 2 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,2 ngày trước,"Docker, Machine Learning, R",https://jobs.xomdata.com/jobs/684724
Data Engineer (Middle) BSS Commerce Thoả thuận · Hà Nội Middle Data Engineer 2 ngày trước,Hà Nội,Thỏa thuận,2 ngày trước,"Python, SQL, Power BI, Tableau, AWS, Azure, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/684723
Data Analyst Viettel Software Thoả thuận · Hà Nội Data Analyst 2 ngày trước,Hà Nội,Thỏa thuận,2 ngày trước,"Python, SQL, Tableau, Spark, Machine Learning, R",https://jobs.xomdata.com/jobs/684722
Senior Python Data Engineer MTA Solutions Asia Thoả thuận · TP.Hồ Chí Minh Senior Data Engineer 2 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,2 ngày trước,"Python, Excel, Spark, AWS, Azure, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/684721
Machine Learning Engineer FPT Corporation Thoả thuận · Hà Nội ML Engineer 2 ngày trước,Hà Nội,Thỏa thuận,2 ngày trước,"Python, Spark, Machine Learning, R",https://jobs.xomdata.com/jobs/684719
AI Engineer Darius Co. Ltd Thoả thuận · TP.Hồ Chí Minh AI Engineer 2 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,2 ngày trước,"Python, Docker, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684716
Business Analyst UrBox - Digital Rewards & Loyalty Solution Thoả thuận · TP.Hồ Chí Minh Business Analyst 2 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,2 ngày trước,"Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684714
Senior Data Engineer I-Konect Global Thoả thuận · TP.Hồ Chí Minh Senior Data Engineer 2 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,2 ngày trước,"Python, Excel, Spark, AWS, Azure, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/684712
Data Analyst/Power Business Intelligence Astek Vietnam Thoả thuận · Hà Nội Data Analyst 2 ngày trước,Hà Nội,Thỏa thuận,2 ngày trước,"SQL, Power BI, Excel, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684709
Data Engineer (Independent Contractor) Keyrus Thoả thuận · Việt Nam Data Engineer 2 ngày trước,Toàn quốc / Chưa rõ,Thỏa thuận,2 ngày trước,"Spark, AWS, Azure, Machine Learning, R",https://jobs.xomdata.com/jobs/684706
Data Engineer ATI JSC Thoả thuận · Hà Nội Data Engineer 2 ngày trước,Hà Nội,Thỏa thuận,2 ngày trước,"Python, SQL, Spark, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/684705
AI/ML Engineer Ahamove Thoả thuận · TP.Hồ Chí Minh ML Engineer 2 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,2 ngày trước,"Python, SQL, Spark, Docker, Machine Learning, R",https://jobs.xomdata.com/jobs/684701
Hanoi| Junior Business Analyst Up To $1000 MISA JSC Thoả thuận · Hà Nội Junior Business Analyst 2 ngày trước,Hà Nội,Thỏa thuận,2 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684699
Senior Data Engineer CBTW APAC Thoả thuận · TP.Hồ Chí Minh Senior Data Engineer 2 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,2 ngày trước,"AWS, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/684700
Senior Business Intelligence Specialist HEINEKEN Vietnam Thoả thuận · TP.Hồ Chí Minh Senior Business Analyst 2 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,2 ngày trước,"SQL, Power BI, Tableau, AWS, Azure, Machine Learning, R",https://jobs.xomdata.com/jobs/684696
Senior Data Analyst Razer Thoả thuận · TP.Hồ Chí Minh Senior Data Analyst 2 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,2 ngày trước,"Python, SQL, Power BI, Excel, AWS, Machine Learning, R",https://jobs.xomdata.com/jobs/684697
AWS DevOps/Data Engineer FPT Software Thoả thuận · Hà Nội Data Engineer 2 ngày trước,Hà Nội,Thỏa thuận,2 ngày trước,"Excel, AWS, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684694
Data Engineer VORTECH SERVICE COMPANY LIMITED Thoả thuận · TP.Hồ Chí Minh Data Engineer 2 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,2 ngày trước,"Python, Excel, Spark, AWS, Azure, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/684695
Business Analyst (Global Market) VMO Thoả thuận · Hà Nội Business Analyst 2 ngày trước,Hà Nội,Thỏa thuận,2 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684693
Senior Data Engineer Ringkas Thoả thuận · TP.Hồ Chí Minh Senior Data Engineer 2 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,2 ngày trước,"Python, SQL, Excel, AWS, Azure, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684690
Data Analyst ( Phân tích dữ liệu tài chính ) VietCredit Thoả thuận · Hà Nội Data Analyst 2 ngày trước,Hà Nội,Thỏa thuận,2 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684689
"Strategic Operations & Financial Analytics Lead Atlas International, Inc Thoả thuận · TP.Hồ Chí Minh Lead Data Analyst 2 ngày trước",TP. Hồ Chí Minh,Thỏa thuận,2 ngày trước,"Python, SQL, Power BI, Excel, AWS, Machine Learning, R",https://jobs.xomdata.com/jobs/684688
Data Analyst Secomus Technology Thoả thuận · Hà Nội Data Analyst 2 ngày trước,Hà Nội,Thỏa thuận,2 ngày trước,"Python, SQL, Machine Learning, R",https://jobs.xomdata.com/jobs/684686
Senior DevOps / DevSecOps / MLOps Engineer VinSpace JSC Thoả thuận · Hà Nội Senior ML Engineer 2 ngày trước,Hà Nội,Thỏa thuận,2 ngày trước,"Python, SQL, AWS, Docker, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684684
MT| Senior ML Engineer CBTW APAC Thoả thuận · TP.Hồ Chí Minh Senior ML Engineer 2 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,2 ngày trước,"Python, Azure, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684683
Business Analyst FPT Software Thoả thuận · TP.Hồ Chí Minh Business Analyst 2 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,2 ngày trước,"SQL, Excel, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683868
AI Engineer Athena AI Thoả thuận · TP.Hồ Chí Minh AI Engineer 2 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,2 ngày trước,"Python, Docker, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683786
Data Engineer Viettel Cyber Security Thoả thuận · Hà Nội Data Engineer 2 ngày trước,Hà Nội,Thỏa thuận,2 ngày trước,"Python, SQL, Spark, Machine Learning, R",https://jobs.xomdata.com/jobs/683712
AI Trainer - Freelance Data Annotator Toloka Annotators Thoả thuận · Việt Nam Data Scientist 2 ngày trước,Toàn quốc / Chưa rõ,Thỏa thuận,2 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/683683
Senior Data Engineer Techcombank (TCB) Thoả thuận · Hà Nội Senior Data Engineer 2 ngày trước,Hà Nội,Thỏa thuận,2 ngày trước,"Python, SQL, Tableau, Spark, ETL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683429
Senior Data Engineer Zalo Thoả thuận · TP.Hồ Chí Minh Senior Data Engineer 2 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,2 ngày trước,"Python, Docker, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683356
Data Quality Control Engineer (Middle) Amaris Consulting Thoả thuận · TP.Hồ Chí Minh Middle Data Analyst 2 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,2 ngày trước,"SQL, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/683315
"Senior Data Scientist, Adtima Zalo Thoả thuận · TP.Hồ Chí Minh Senior Data Scientist 2 ngày trước",TP. Hồ Chí Minh,Thỏa thuận,2 ngày trước,"Python, SQL, Excel, Spark, Machine Learning, R",https://jobs.xomdata.com/jobs/683277
"Growth Analytics Manager, SEA Mondelēz International Thoả thuận · TP.Hồ Chí Minh Manager Data Analyst 2 ngày trước",TP. Hồ Chí Minh,Thỏa thuận,2 ngày trước,"Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/683268
Data Analyst (Chinese) Astek Vietnam Thoả thuận · Hà Nội Data Analyst 2 ngày trước,Hà Nội,Thỏa thuận,2 ngày trước,"SQL, Power BI, Excel, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/682382
"Senior Manager, Data Science Techcombank (TCB) Thoả thuận · Hà Nội Manager Data Scientist 2 ngày trước",Hà Nội,Thỏa thuận,2 ngày trước,"Python, SQL, Spark, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/663823
Senior Data Scientist Data Nest Thoả thuận · TP.Hồ Chí Minh Senior Data Scientist 2 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,2 ngày trước,"Python, SQL, Spark, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/619300
Financial Information Management (FIM) & Data Engineering Manager UOB Thoả thuận · TP.Hồ Chí Minh Manager Data Engineer 2 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,2 ngày trước,"SQL, Power BI, Excel, Spark, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/556585
Business Analyst VMO Thoả thuận · Hà Nội Business Analyst 2 ngày trước,Hà Nội,Thỏa thuận,2 ngày trước,"Excel, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/554927
"Nhân Viên Phân Tích Nghiệp Vụ ( Business Analyst ) Alliance One Apparel Co., Ltd. Thoả thuận · An Giang, Việt Nam Business Analyst 3 ngày trước",Toàn quốc / Chưa rõ,Thỏa thuận,3 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684995
Business Analyst (Tiếng Anh Lưu Loát) CÔNG TY TNHH NGUYỄN AN NAM 35 - 40 triệu · TP.Hồ Chí Minh Business Analyst 3 ngày trước,TP. Hồ Chí Minh,35 - 40 triệu,3 ngày trước,"SQL, Machine Learning, R",https://jobs.xomdata.com/jobs/684992
Business Analyst Công Ty CP Truyền Thông Iris 25 - 30 triệu · Hà Nội Business Analyst 3 ngày trước,Hà Nội,25 - 30 triệu,3 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684996
Business Analyst (EdTech Systems) - 20-25M (Hà Nội - Láng Hạ) Công ty Cổ phần Giáo dục German Link 20 - 25 triệu · Hà Nội Business Analyst 3 ngày trước,Hà Nội,20 - 25 triệu,3 ngày trước,"SQL, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684999
Business Analyst Công ty TNHH CÔNG NGHỆ EMPOS Thoả thuận · Hà Nội Business Analyst 3 ngày trước,Hà Nội,Thỏa thuận,3 ngày trước,"SQL, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684989
"Senior Business Analyst (Logistics/ Supply Chain, $1100, ID20126) Công ty Cổ phần Giải Pháp Nhân sự Việt Nam - HRchannels Group 25 - 35 triệu · Hà Nội Senior Business Analyst 3 ngày trước",Hà Nội,25 - 35 triệu,3 ngày trước,"Power BI, Tableau, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684991
Senior Data Business Analyst Golden Gate Restaurant Group Careers Thoả thuận · Hà Nội Senior Business Analyst 3 ngày trước,Hà Nội,Thỏa thuận,3 ngày trước,"Python, SQL, Power BI, Tableau, AWS, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/684668
"AI Engineer Intern - AI Startup, HCMC Onsite only Edtronaut AI Thoả thuận · TP.Hồ Chí Minh Intern AI Engineer 3 ngày trước",TP. Hồ Chí Minh,Thỏa thuận,3 ngày trước,"Python, SQL, Machine Learning, R",https://jobs.xomdata.com/jobs/684651
Business Data Analyst Palm Forest Việt Nam JSC (MIALALA) Thoả thuận · Hà Nội Data Analyst 3 ngày trước,Hà Nội,Thỏa thuận,3 ngày trước,"SQL, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/684649
Data Analyst - Business (Remote) Hire Feed Thoả thuận · Việt Nam Data Analyst 3 ngày trước,Toàn quốc / Chưa rõ,Thỏa thuận,3 ngày trước,"Python, SQL, Power BI, Tableau, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684636
Data Science engineer (Remote) Hire Feed Thoả thuận · Việt Nam Data Scientist 3 ngày trước,Toàn quốc / Chưa rõ,Thỏa thuận,3 ngày trước,"Python, SQL, Pandas, NumPy, Spark, AWS, Azure, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684545
Machine Learning Engineer - AI (Remote) Hire Feed Thoả thuận · Việt Nam ML Engineer 3 ngày trước,Toàn quốc / Chưa rõ,Thỏa thuận,3 ngày trước,"Python, AWS, Azure, Machine Learning, R",https://jobs.xomdata.com/jobs/684423
"Business Analyst New Ocean IS Co., Ltd. Thoả thuận · TP.Hồ Chí Minh Business Analyst 3 ngày trước",TP. Hồ Chí Minh,Thỏa thuận,3 ngày trước,"Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684300
Machine Learning Engineer (Remote) Hire Feed Thoả thuận · Việt Nam ML Engineer 3 ngày trước,Toàn quốc / Chưa rõ,Thỏa thuận,3 ngày trước,"Python, SQL, AWS, Azure, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684257
Machine Learning (AI) Engineer (Hybrid) Hire Feed Thoả thuận · Việt Nam ML Engineer 3 ngày trước,Toàn quốc / Chưa rõ,Thỏa thuận,3 ngày trước,"Python, AWS, Azure, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684253
Senior Business Analyst Công Ty Cổ Phần Phần Mềm Vitex Việt Nam Thoả thuận · Hà Nội Senior Business Analyst 4 ngày trước,Hà Nội,Thỏa thuận,4 ngày trước,"SQL, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/685185
Kỹ sư trí tuệ nhân tạo - AI Engineer Công ty TNHH MTV Thông tin M3 Lên đến 2500USD · Hà Nội AI Engineer 4 ngày trước,Hà Nội,Thỏa thuận,4 ngày trước,"Python, SQL, Docker, Machine Learning, R",https://jobs.xomdata.com/jobs/684971
AI Engineer Công ty cổ phần Canifa 16 - 35 triệu · Hà Nội AI Engineer 4 ngày trước,Hà Nội,16 - 35 triệu,4 ngày trước,"Python, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684967
Data Analyst (HR Dept.) CÔNG TY TNHH AEON VIỆT NAM Thoả thuận · TP.Hồ Chí Minh Data Analyst 4 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,4 ngày trước,"AWS, Machine Learning, R",https://jobs.xomdata.com/jobs/684938
Data Analyst (Performance) Công ty Cổ phần Dược phẩm FPT Long Châu Thoả thuận · TP.Hồ Chí Minh Data Analyst 4 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,4 ngày trước,"SQL, Power BI, Machine Learning, R",https://jobs.xomdata.com/jobs/684936
Business Analyst ~ Salary upto 35M HRI Việt Nam Thoả thuận · TP.Hồ Chí Minh Business Analyst 4 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,4 ngày trước,"Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684653
Sports Data Analyst iScout Thoả thuận · TP.Hồ Chí Minh Data Analyst 4 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,4 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684610
Senior Business Analyst VINFAST Thoả thuận · Hà Nội Senior Business Analyst 3 ngày trước,Hà Nội,Thỏa thuận,3 ngày trước,"Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684601
[HN] AI Engineer – Voice & Conversational AI Base Careers Thoả thuận · Hà Nội AI Engineer 4 ngày trước,Hà Nội,Thỏa thuận,4 ngày trước,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/684588
Senior Data Scientist GFT Technologies APAC & GCC Thoả thuận · TP.Hồ Chí Minh Senior Data Scientist 4 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,4 ngày trước,"Python, AWS, Machine Learning, R",https://jobs.xomdata.com/jobs/684586
AI Specialist (Remote) Hire Feed Thoả thuận · Việt Nam Data Scientist 4 ngày trước,Toàn quốc / Chưa rõ,Thỏa thuận,4 ngày trước,"Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684582
AI Engineer (Agentic AI/Multi-Agent Systems) Amaris Consulting Thoả thuận · TP.Hồ Chí Minh AI Engineer 4 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,4 ngày trước,"Python, AWS, Azure, Docker, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683138
Binance Accelerator Program - Research On Chain Data Analyst Binance Thoả thuận · Hà Nội Data Analyst 4 ngày trước,Hà Nội,Thỏa thuận,4 ngày trước,"Python, SQL, ETL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683078
